phase,run_id,model_id,cell_id,turn_label,n_endpoints,greedy_invalid_count,greedy_invalid_rate,m1_missing_count,m1_missing_rate,m2_missing_count,m2_missing_rate,m3_missing_count,m3_missing_rate,resample_response_count,resample_invalid_count,resample_invalid_rate,excluded_item_count,excluded_task_ids
phase_1,phase4-B-2026-08-18,google/gemma-2-9b-it+dpo-B,easy__malfunctioning_always_fail__neutral,recovery,10,0,0.0,0,0.0,1,0.1,0,0.0,100,1,0.01,0,
phase_1,phase4-B-2026-08-18,google/gemma-2-9b-it+dpo-B,hard__accurate__hostile,measured,10,0,0.0,0,0.0,8,0.8,0,0.0,100,23,0.23,0,
phase_1,phase4-B-2026-08-18,google/gemma-2-9b-it+dpo-B,hard__accurate__hostile,onset,10,6,0.6,6,0.6,10,1.0,0,0.0,100,71,0.71,0,
phase_1,phase4-B-2026-08-18,google/gemma-2-9b-it+dpo-B,hard__accurate__hostile,onset_washout,10,2,0.2,2,0.2,9,0.9,1,0.1,100,38,0.38,0,
phase_1,phase4-B-2026-08-18,google/gemma-2-9b-it+dpo-B,hard__accurate__neutral,measured,10,0,0.0,0,0.0,3,0.3,0,0.0,100,12,0.12,0,
phase_1,phase4-B-2026-08-18,google/gemma-2-9b-it+dpo-B,hard__accurate__neutral,onset,10,1,0.1,1,0.1,4,0.4,2,0.2,100,16,0.16,0,
phase_1,phase4-B-2026-08-18,google/gemma-2-9b-it+dpo-B,hard__accurate__neutral,onset_washout,10,1,0.1,1,0.1,6,0.6,2,0.2,100,18,0.18,0,
phase_1,phase4-B-2026-08-18,google/gemma-2-9b-it+dpo-B,hard__malfunctioning_always_fail__hostile,measured,10,0,0.0,0,0.0,6,0.6,0,0.0,100,25,0.25,0,
phase_1,phase4-B-2026-08-18,google/gemma-2-9b-it+dpo-B,hard__malfunctioning_always_fail__hostile,recovery,10,1,0.1,1,0.1,8,0.8,0,0.0,100,36,0.36,0,
phase_1,phase4-B-2026-08-18,google/gemma-2-9b-it+dpo-B,hard__malfunctioning_always_fail__neutral,measured,10,0,0.0,0,0.0,4,0.4,0,0.0,100,20,0.2,0,
phase_1,phase4-B-2026-08-18,google/gemma-2-9b-it+dpo-B,hard__malfunctioning_always_fail__neutral,recovery,10,1,0.1,1,0.1,5,0.5,0,0.0,100,23,0.23,0,
